lesson	page	czech	english
24	199	housle [f]	violin
24	199	hroznový	grape
24	199	chmel [mi]	hops
24	199	kroj [mi]	costume
24	199	mládek [ma]	brewer’s assistant
24	199	pěstovat	grow
24	199	pivovar [mi]	brewery
24	199	pivovárek dimin. [mi]	brewery
24	199	půllitr [mi]	pint
24	199	rudý	red
24	199	sklípek dimin. [mi]	(wine) cellar
24	199	sládek [ma]	brewer
24	199	sud [mi]	keg
24	199	vínečko dimin. [n]	wine
24	199	zatímco	while
